pfam_id,model,I,alpha,rates,alisim_model
PF21326,LG+I+G4,0.0590,1.5603,,LG+I{0.0590}+G4{1.5603}
PF21330,JTT+G4,,2.6912,,JTT+G4{2.6912}
PF21333,LG+I+G4,0.1220,4.1667,,LG+I{0.1220}+G4{4.1667}
PF21335,LG+I,0.4097,,,LG+I{0.4097}
PF21339,JTT+G4,,3.8242,,JTT+G4{3.8242}
PF21341,JTT+G4,,0.5180,,JTT+G4{0.5180}
PF21343,LG+I+G4,0.0213,1.4180,,LG+I{0.0213}+G4{1.4180}
PF21353,JTT+I+G4,0.1384,1.6478,,JTT+I{0.1384}+G4{1.6478}
PF21354,JTT+G4,,1.3464,,JTT+G4{1.3464}
PF21355,LG+I+G4,0.0270,1.6012,,LG+I{0.0270}+G4{1.6012}
PF21357,LG+I+R2,0.0316,,"(0.6211,0.4548) (0.3473,2.0659)","LG+I{0.0316}+R2{0.6211,0.4548,0.3473,2.0659}"
PF21358,JTT+R2,,,"(0.8808,0.2382) (0.1192,6.6310)","JTT+R2{0.8808,0.2382,0.1192,6.6310}"
PF21361,JTT+R3,,,"(0.1539,0.0520) (0.3870,0.6225) (0.4592,1.6358)","JTT+R3{0.1539,0.0520,0.3870,0.6225,0.4592,1.6358}"
PF21362,JTT+R4,,,"(0.2003,0.0250) (0.2138,0.4182) (0.3372,1.0563) (0.2488,2.2085)","JTT+R4{0.2003,0.0250,0.2138,0.4182,0.3372,1.0563,0.2488,2.2085}"
PF21363,,,,,
PF21364,JTT+G4,,998.5690,,JTT+G4{998.5690}
PF21365,LG+I+R4,0.0000,,"(0.0948,0.2185) (0.2005,0.4490) (0.2983,0.8945) (0.4064,1.5314)","LG+I{0.0000}+R4{0.0948,0.2185,0.2005,0.4490,0.2983,0.8945,0.4064,1.5314}"
PF21366,JTT+G4,,0.8633,,JTT+G4{0.8633}
PF21367,,,,,
PF21369,LG+I+G4,0.1131,1.3971,,LG+I{0.1131}+G4{1.3971}
PF21371,JTT+G4,,0.7045,,JTT+G4{0.7045}
PF21373,JTT+G4,,0.6354,,JTT+G4{0.6354}
PF21375,JTT+G4,,2.6854,,JTT+G4{2.6854}
PF21376,LG+I+G4,0.0713,1.2452,,LG+I{0.0713}+G4{1.2452}
PF21381,JTT+G4,,1.1161,,JTT+G4{1.1161}
PF21382,LG+I,0.2602,,,LG+I{0.2602}
PF21383,JTT+G4,,1.3977,,JTT+G4{1.3977}
PF21385,LG+I+G4,0.0673,1.1608,,LG+I{0.0673}+G4{1.1608}
PF21386,JTT+I+G4,0.1593,4.9179,,JTT+I{0.1593}+G4{4.9179}
PF21388,JTT+G4,,1.3590,,JTT+G4{1.3590}
PF21389,LG+I+G4,0.0011,1.6662,,LG+I{0.0011}+G4{1.6662}
PF21392,LG+I,0.3044,,,LG+I{0.3044}
PF21395,,,,,
PF21399,JTT+G4,,1.1903,,JTT+G4{1.1903}
PF21402,,,,,
PF21403,LG+I+G4,0.0285,2.0049,,LG+I{0.0285}+G4{2.0049}
PF21404,LG+I+R4,0.0269,,"(0.1720,0.0537) (0.1555,0.2852) (0.2548,0.7650) (0.3908,1.9229)","LG+I{0.0269}+R4{0.1720,0.0537,0.1555,0.2852,0.2548,0.7650,0.3908,1.9229}"
PF21405,,,,,
PF21406,LG+I,0.4185,,,LG+I{0.4185}
PF21408,LG+I+R4,0.0000,,"(0.1158,0.0789) (0.2432,0.5533) (0.3536,0.9388) (0.2874,1.8242)","LG+I{0.0000}+R4{0.1158,0.0789,0.2432,0.5533,0.3536,0.9388,0.2874,1.8242}"
PF21413,LG+I+G4,0.0702,1.5591,,LG+I{0.0702}+G4{1.5591}
PF21417,JTT+I+G4,0.1899,109.9662,,JTT+I{0.1899}+G4{109.9662}
PF21436,LG+I+G4,0.0125,0.8319,,LG+I{0.0125}+G4{0.8319}
PF21459,LG+I,0.1458,,,LG+I{0.1458}
PF21460,JTT+G4,,1.3948,,JTT+G4{1.3948}
PF21467,LG+I+G4,0.0000,1.0268,,LG+I{0.0000}+G4{1.0268}
PF21473,JTT+G4,,0.9315,,JTT+G4{0.9315}
PF21477,JTT+G4,,1.4719,,JTT+G4{1.4719}
PF21478,LG+I+G4,0.1261,0.8101,,LG+I{0.1261}+G4{0.8101}
PF21479,JTT+G4,,0.4587,,JTT+G4{0.4587}
PF21481,JTT+G4,,0.5662,,JTT+G4{0.5662}
PF21485,LG+I+G4,0.0733,1.0373,,LG+I{0.0733}+G4{1.0373}
PF21494,JTT+I+G4,0.1161,4.9764,,JTT+I{0.1161}+G4{4.9764}
PF21516,LG+I+G4,0.0457,1.0189,,LG+I{0.0457}+G4{1.0189}
PF21520,JTT+G4,,2.1183,,JTT+G4{2.1183}
PF21521,,,,,
PF21524,LG+I+G4,0.0098,0.8087,,LG+I{0.0098}+G4{0.8087}
PF21530,JTT+G4,,1.2324,,JTT+G4{1.2324}
PF21533,LG+I+G4,0.1274,1.1683,,LG+I{0.1274}+G4{1.1683}
PF21536,JTT+I+G4,0.0705,2.1018,,JTT+I{0.0705}+G4{2.1018}
PF21538,LG+I,0.2008,,,LG+I{0.2008}
PF21539,LG+I+G4,0.0108,2.0424,,LG+I{0.0108}+G4{2.0424}
PF21549,LG+I+R4,0.0095,,"(0.1488,0.1427) (0.2541,0.4948) (0.3595,1.1704) (0.2280,1.8959)","LG+I{0.0095}+R4{0.1488,0.1427,0.2541,0.4948,0.3595,1.1704,0.2280,1.8959}"
PF21594,LG+I,0.2359,,,LG+I{0.2359}
PF21599,LG+I+G4,0.0508,3.0122,,LG+I{0.0508}+G4{3.0122}
PF21600,JTT+G4,,3.5979,,JTT+G4{3.5979}
PF21604,JTT+G4,,0.9626,,JTT+G4{0.9626}
PF21605,JTT+G4,,1.6792,,JTT+G4{1.6792}
PF21632,LG+I+G4,0.0214,1.2274,,LG+I{0.0214}+G4{1.2274}
PF21633,JTT+I+G4,0.0338,2.2725,,JTT+I{0.0338}+G4{2.2725}
PF21634,LG+I+G4,0.0153,0.8625,,LG+I{0.0153}+G4{0.8625}
PF21635,JTT+I+G4,0.1125,2.0197,,JTT+I{0.1125}+G4{2.0197}
PF21638,LG+F+I+G4,0.0196,1.1672,,LG+F+I{0.0196}+G4{1.1672}
PF21639,LG+I+G4,0.0000,3.2169,,LG+I{0.0000}+G4{3.2169}
PF21669,JTT+G4,,1.5125,,JTT+G4{1.5125}
PF21670,JTT+I+G4,0.0215,3.3491,,JTT+I{0.0215}+G4{3.3491}
PF21672,LG+I+G4,0.0000,3.6920,,LG+I{0.0000}+G4{3.6920}
PF21673,LG+I+G4,0.0004,1.9480,,LG+I{0.0004}+G4{1.9480}
PF21680,LG+I+R4,0.0000,,"(0.0939,0.2092) (0.2240,0.5253) (0.2715,0.9527) (0.4105,1.4714)","LG+I{0.0000}+R4{0.0939,0.2092,0.2240,0.5253,0.2715,0.9527,0.4105,1.4714}"
PF21692,LG+F+I+G4,0.0122,2.9819,,LG+F+I{0.0122}+G4{2.9819}
PF21696,JTT+G4,,2.8342,,JTT+G4{2.8342}
PF21700,LG+I,0.3007,,,LG+I{0.3007}
PF21701,LG+I+G4,0.0642,1.2005,,LG+I{0.0642}+G4{1.2005}
PF21708,LG+I+G4,0.0503,1.5485,,LG+I{0.0503}+G4{1.5485}
PF21712,JTT+G4,,1.3573,,JTT+G4{1.3573}
PF21717,JTT+G4,,1.6387,,JTT+G4{1.6387}
PF21718,JTT+G4,,2.5901,,JTT+G4{2.5901}
PF21728,LG+I+G4,0.0297,1.9486,,LG+I{0.0297}+G4{1.9486}
PF21731,JTT+G4,,0.9412,,JTT+G4{0.9412}
PF21744,JTT+G4,,0.7978,,JTT+G4{0.7978}
PF21771,,,,,
PF21772,JTT+F+I+G4,0.0134,1.8950,,JTT+F+I{0.0134}+G4{1.8950}
PF21773,JTT+F+R4,,,"(0.1697,0.2290) (0.3042,0.6123) (0.3580,1.1716) (0.1681,2.1143)","JTT+F+R4{0.1697,0.2290,0.3042,0.6123,0.3580,1.1716,0.1681,2.1143}"
PF21787,LG+F+I+G4,0.0000,1.7232,,LG+F+I{0.0000}+G4{1.7232}
PF21788,LG+F+I+R4,0.0000,,"(0.1458,0.1181) (0.1893,0.3879) (0.3839,0.9530) (0.2810,1.9341)","LG+F+I{0.0000}+R4{0.1458,0.1181,0.1893,0.3879,0.3839,0.9530,0.2810,1.9341}"
PF21789,JTT+G4,,1.7308,,JTT+G4{1.7308}
PF21794,LG+I+G4,0.0879,2.0295,,LG+I{0.0879}+G4{2.0295}
PF21797,LG+I+G4,0.0016,1.5612,,LG+I{0.0016}+G4{1.5612}
PF21800,LG+I+G4,0.0000,1.0995,,LG+I{0.0000}+G4{1.0995}
PF21801,LG+I+G4,0.0417,1.3294,,LG+I{0.0417}+G4{1.3294}
PF21816,LG+I+G4,0.1834,3.0610,,LG+I{0.1834}+G4{3.0610}
PF21854,JTT+F+G4,,1.4518,,JTT+F+G4{1.4518}
PF21855,JTT+I+G4,0.0296,2.7592,,JTT+I{0.0296}+G4{2.7592}
PF21865,LG+I+G4,0.0000,1.9164,,LG+I{0.0000}+G4{1.9164}
PF21870,JTT+R2,,,"(0.2875,0.1592) (0.7125,1.3393)","JTT+R2{0.2875,0.1592,0.7125,1.3393}"
PF21875,JTT+G4,,1.8319,,JTT+G4{1.8319}
PF21877,LG+I+G4,0.0330,2.5935,,LG+I{0.0330}+G4{2.5935}
PF21883,LG+I+G4,0.0310,1.2107,,LG+I{0.0310}+G4{1.2107}
PF21884,LG+I+G4,0.0236,1.1412,,LG+I{0.0236}+G4{1.1412}
PF21885,JTT+I+G4,0.0247,2.0250,,JTT+I{0.0247}+G4{2.0250}
PF21890,,,,,
PF21895,JTT+G4,,0.5790,,JTT+G4{0.5790}
PF21896,LG+I+G4,0.0000,1.6724,,LG+I{0.0000}+G4{1.6724}
PF21901,JTT+G4,,0.8209,,JTT+G4{0.8209}
PF21904,JTT+R4,,,"(0.1126,0.0679) (0.3019,0.4191) (0.4842,1.1739) (0.1013,2.9369)","JTT+R4{0.1126,0.0679,0.3019,0.4191,0.4842,1.1739,0.1013,2.9369}"
PF21909,JTT+G4,,3.9605,,JTT+G4{3.9605}
PF21913,LG+I+G4,0.0000,2.4632,,LG+I{0.0000}+G4{2.4632}
PF21933,LG+I+G4,0.0162,1.9483,,LG+I{0.0162}+G4{1.9483}
PF21936,LG+I+G4,0.1817,3.2091,,LG+I{0.1817}+G4{3.2091}
PF21938,LG+F+I+G4,0.0109,2.3685,,LG+F+I{0.0109}+G4{2.3685}
PF21948,LG+I+R4,0.0032,,"(0.1186,0.1709) (0.2795,0.5113) (0.3011,1.0365) (0.2976,1.7633)","LG+I{0.0032}+R4{0.1186,0.1709,0.2795,0.5113,0.3011,1.0365,0.2976,1.7633}"
PF21960,LG+I+G4,0.0181,1.3168,,LG+I{0.0181}+G4{1.3168}
PF21964,LG+I+G4,0.0562,1.4018,,LG+I{0.0562}+G4{1.4018}
PF21972,LG+I+R4,0.0052,,"(0.1091,0.0456) (0.3181,0.5810) (0.4804,1.2660) (0.0871,2.3194)","LG+I{0.0052}+R4{0.1091,0.0456,0.3181,0.5810,0.4804,1.2660,0.0871,2.3194}"
PF21974,LG+I+G4,0.0477,1.9073,,LG+I{0.0477}+G4{1.9073}
PF21985,JTT+G4,,1.3244,,JTT+G4{1.3244}
PF21989,LG+I+G4,0.0000,2.5860,,LG+I{0.0000}+G4{2.5860}
PF21990,JTT+G4,,1.5610,,JTT+G4{1.5610}
PF21998,LG+I+G4,0.0247,1.1658,,LG+I{0.0247}+G4{1.1658}
PF21999,LG+I+G4,0.0150,0.9240,,LG+I{0.0150}+G4{0.9240}
PF22005,JTT+G4,,2.6747,,JTT+G4{2.6747}
PF22009,LG+I,0.0754,,,LG+I{0.0754}
PF22012,JTT+G4,,1.8345,,JTT+G4{1.8345}
PF22042,LG+I+G4,0.0100,1.8717,,LG+I{0.0100}+G4{1.8717}
PF22060,JTT+I+G4,0.0245,1.7647,,JTT+I{0.0245}+G4{1.7647}
PF22062,LG+I+G4,0.0371,1.9544,,LG+I{0.0371}+G4{1.9544}
PF22064,JTT+R4,,,"(0.0881,0.1233) (0.4306,0.5293) (0.3358,1.2475) (0.1456,2.3520)","JTT+R4{0.0881,0.1233,0.4306,0.5293,0.3358,1.2475,0.1456,2.3520}"
PF22065,JTT+I+G4,0.0388,1.7693,,JTT+I{0.0388}+G4{1.7693}
PF22066,JTT+G4,,1.0106,,JTT+G4{1.0106}
PF22067,JTT+G4,,1.8082,,JTT+G4{1.8082}
PF22068,JTT+I+G4,0.0095,1.3503,,JTT+I{0.0095}+G4{1.3503}
PF22069,JTT+R4,,,"(0.0842,0.1516) (0.3925,0.6001) (0.3478,1.1746) (0.1754,1.9558)","JTT+R4{0.0842,0.1516,0.3925,0.6001,0.3478,1.1746,0.1754,1.9558}"
PF22070,JTT+G4,,1.4761,,JTT+G4{1.4761}
PF22073,LG+F+I+R4,0.0000,,"(0.1512,0.2453) (0.2055,0.6292) (0.3067,0.9828) (0.3366,1.5812)","LG+F+I{0.0000}+R4{0.1512,0.2453,0.2055,0.6292,0.3067,0.9828,0.3366,1.5812}"
PF22074,JTT+I+R4,0.0158,,"(0.0537,0.1170) (0.3010,0.5461) (0.5075,1.1335) (0.1220,2.0834)","JTT+I{0.0158}+R4{0.0537,0.1170,0.3010,0.5461,0.5075,1.1335,0.1220,2.0834}"
PF22076,JTT+I+G4,0.0078,2.0905,,JTT+I{0.0078}+G4{2.0905}
PF22078,JTT+G4,,2.1693,,JTT+G4{2.1693}
PF22110,LG+I+G4,0.2691,2.6909,,LG+I{0.2691}+G4{2.6909}
PF22117,LG+I+G4,0.1322,0.9948,,LG+I{0.1322}+G4{0.9948}
PF22151,LG+I+G4,0.1291,0.9219,,LG+I{0.1291}+G4{0.9219}
PF22191,JTT+I+R2,0.0644,,"(0.4988,0.4192) (0.4368,1.8108)","JTT+I{0.0644}+R2{0.4988,0.4192,0.4368,1.8108}"
PF22215,JTT+G4,,1.7242,,JTT+G4{1.7242}
PF22217,JTT+R4,,,"(0.0849,0.1115) (0.2969,0.4144) (0.2780,1.0061) (0.3401,1.7281)","JTT+R4{0.0849,0.1115,0.2969,0.4144,0.2780,1.0061,0.3401,1.7281}"
PF22248,LG+I+R4,0.0000,,"(0.0290,0.1054) (0.2454,0.4657) (0.3585,0.8259) (0.3671,1.5980)","LG+I{0.0000}+R4{0.0290,0.1054,0.2454,0.4657,0.3585,0.8259,0.3671,1.5980}"
PF22249,JTT+F+G4,,1.3743,,JTT+F+G4{1.3743}
PF22257,JTT+G4,,0.9253,,JTT+G4{0.9253}
PF22259,JTT+I+G4,0.0625,1.2893,,JTT+I{0.0625}+G4{1.2893}
PF22261,JTT+G4,,1.2884,,JTT+G4{1.2884}
PF22286,JTT+G4,,2.0173,,JTT+G4{2.0173}
PF22314,LG+I+R4,0.0244,,"(0.0762,0.0763) (0.3006,0.4140) (0.3696,1.0280) (0.2292,2.1368)","LG+I{0.0244}+R4{0.0762,0.0763,0.3006,0.4140,0.3696,1.0280,0.2292,2.1368}"
PF22327,LG+I+G4,0.0410,1.4559,,LG+I{0.0410}+G4{1.4559}
PF22352,LG+I+R3,0.0004,,"(0.1113,0.1888) (0.3667,0.6501) (0.5215,1.4200)","LG+I{0.0004}+R3{0.1113,0.1888,0.3667,0.6501,0.5215,1.4200}"
PF22379,LG+I+G4,0.0343,2.6559,,LG+I{0.0343}+G4{2.6559}
PF22421,LG+I+G4,0.0190,1.1252,,LG+I{0.0190}+G4{1.1252}
PF22435,LG+I+R4,0.0134,,"(0.0982,0.0830) (0.1743,0.3532) (0.3189,0.8335) (0.3952,1.6815)","LG+I{0.0134}+R4{0.0982,0.0830,0.1743,0.3532,0.3189,0.8335,0.3952,1.6815}"
PF22441,JTT+G4,,0.8473,,JTT+G4{0.8473}
PF22456,LG+F+I+R4,0.0186,,"(0.0933,0.0914) (0.3167,0.5533) (0.3438,1.0294) (0.2276,2.0312)","LG+F+I{0.0186}+R4{0.0933,0.0914,0.3167,0.5533,0.3438,1.0294,0.2276,2.0312}"
PF22458,LG+I+R4,0.0000,,"(0.0716,0.0385) (0.2505,0.3226) (0.3644,0.9201) (0.3135,1.8540)","LG+I{0.0000}+R4{0.0716,0.0385,0.2505,0.3226,0.3644,0.9201,0.3135,1.8540}"
PF22461,LG+I+R4,0.0169,,"(0.0552,0.1161) (0.3496,0.4741) (0.2873,0.9097) (0.2911,1.9464)","LG+I{0.0169}+R4{0.0552,0.1161,0.3496,0.4741,0.2873,0.9097,0.2911,1.9464}"
PF22466,LG+I+G4,0.0350,1.7635,,LG+I{0.0350}+G4{1.7635}
PF22486,JTT+F+R4,,,"(0.0460,0.1697) (0.2039,0.4767) (0.2798,0.8358) (0.4704,1.4057)","JTT+F+R4{0.0460,0.1697,0.2039,0.4767,0.2798,0.8358,0.4704,1.4057}"
PF22516,,,,,
PF22527,LG+I+R4,0.0508,,"(0.2030,0.0976) (0.2718,0.5115) (0.2694,1.2715) (0.2050,2.4321)","LG+I{0.0508}+R4{0.2030,0.0976,0.2718,0.5115,0.2694,1.2715,0.2050,2.4321}"
PF22528,LG+I+G4,0.0103,2.3940,,LG+I{0.0103}+G4{2.3940}
PF22534,LG+I+G4,0.0871,1.1284,,LG+I{0.0871}+G4{1.1284}
PF22536,LG+I+G4,0.0120,3.6285,,LG+I{0.0120}+G4{3.6285}
PF22540,LG+I+G4,0.1170,1.5791,,LG+I{0.1170}+G4{1.5791}
PF22543,JTT+G4,,1.7961,,JTT+G4{1.7961}
PF22544,LG+I+G4,0.0093,7.1494,,LG+I{0.0093}+G4{7.1494}
PF22562,LG+I+G4,0.0000,1.4689,,LG+I{0.0000}+G4{1.4689}
PF22566,LG+I+G4,0.0324,2.1704,,LG+I{0.0324}+G4{2.1704}
PF22567,JTT+G4,,4.1259,,JTT+G4{4.1259}
PF22572,LG+I+G4,0.0522,1.3584,,LG+I{0.0522}+G4{1.3584}
PF22580,LG+F+I+G4,0.0187,1.0831,,LG+F+I{0.0187}+G4{1.0831}
PF22586,LG+I+R4,0.0669,,"(0.0910,0.0723) (0.0639,0.5037) (0.5427,1.0057) (0.2356,1.7639)","LG+I{0.0669}+R4{0.0910,0.0723,0.0639,0.5037,0.5427,1.0057,0.2356,1.7639}"
PF22594,LG+I+R4,0.0000,,"(0.1716,0.2998) (0.2730,0.6231) (0.2822,1.0947) (0.2731,1.7190)","LG+I{0.0000}+R4{0.1716,0.2998,0.2730,0.6231,0.2822,1.0947,0.2731,1.7190}"
PF22597,LG+I+G4,0.0000,1.2271,,LG+I{0.0000}+G4{1.2271}
PF22600,LG+I+R4,0.0212,,"(0.1192,0.1175) (0.1828,0.3955) (0.2207,0.7483) (0.4562,1.6411)","LG+I{0.0212}+R4{0.1192,0.1175,0.1828,0.3955,0.2207,0.7483,0.4562,1.6411}"
PF22601,JTT+G4,,1.2946,,JTT+G4{1.2946}
PF22602,LG+F+I+R4,0.0000,,"(0.1046,0.1099) (0.1933,0.4299) (0.2750,0.8840) (0.4271,1.5508)","LG+F+I{0.0000}+R4{0.1046,0.1099,0.1933,0.4299,0.2750,0.8840,0.4271,1.5508}"
PF22603,LG+I+G4,0.0084,1.0964,,LG+I{0.0084}+G4{1.0964}
PF22605,JTT+G4,,0.9843,,JTT+G4{0.9843}
PF22606,LG+I+G4,0.0189,1.1268,,LG+I{0.0189}+G4{1.1268}
PF22614,LG+F+I+R4,0.0051,,"(0.2104,0.1060) (0.2395,0.2706) (0.3043,0.5759) (0.2407,3.0641)","LG+F+I{0.0051}+R4{0.2104,0.1060,0.2395,0.2706,0.3043,0.5759,0.2407,3.0641}"
PF22622,LG+I+R4,0.0094,,"(0.1637,0.1612) (0.4080,0.6199) (0.3408,1.4816) (0.0781,2.7625)","LG+I{0.0094}+R4{0.1637,0.1612,0.4080,0.6199,0.3408,1.4816,0.0781,2.7625}"
PF22623,,,,,
PF22624,LG+I+G4,0.0274,1.0936,,LG+I{0.0274}+G4{1.0936}
PF22627,,,,,
PF22628,LG+I+G4,0.1600,1.5769,,LG+I{0.1600}+G4{1.5769}
PF22631,LG+I+G4,0.0002,2.3720,,LG+I{0.0002}+G4{2.3720}
PF22634,LG+I+G4,0.0477,1.0888,,LG+I{0.0477}+G4{1.0888}
PF22661,JTT+G4,,1.3066,,JTT+G4{1.3066}
PF22666,LG+I+R4,0.0000,,"(0.1552,0.1588) (0.2385,0.4708) (0.3051,0.9901) (0.3013,1.8622)","LG+I{0.0000}+R4{0.1552,0.1588,0.2385,0.4708,0.3051,0.9901,0.3013,1.8622}"
PF22667,LG+I+R4,0.0205,,"(0.0780,0.0475) (0.1707,0.3092) (0.2478,0.7288) (0.4831,1.5794)","LG+I{0.0205}+R4{0.0780,0.0475,0.1707,0.3092,0.2478,0.7288,0.4831,1.5794}"
PF22669,LG+I+R4,0.0243,,"(0.1313,0.1258) (0.2597,0.5244) (0.4380,1.0864) (0.1468,2.5309)","LG+I{0.0243}+R4{0.1313,0.1258,0.2597,0.5244,0.4380,1.0864,0.1468,2.5309}"
PF22675,LG+I+G4,0.0000,1.6633,,LG+I{0.0000}+G4{1.6633}
PF22687,JTT+I+G4,0.0324,1.3165,,JTT+I{0.0324}+G4{1.3165}
PF22691,LG+I+R4,0.0100,,"(0.1229,0.1342) (0.4303,0.6118) (0.3140,1.2947) (0.1228,2.5550)","LG+I{0.0100}+R4{0.1229,0.1342,0.4303,0.6118,0.3140,1.2947,0.1228,2.5550}"
PF22697,LG+I+R4,0.0000,,"(0.1579,0.2540) (0.2348,0.6370) (0.3192,1.0857) (0.2881,1.6097)","LG+I{0.0000}+R4{0.1579,0.2540,0.2348,0.6370,0.3192,1.0857,0.2881,1.6097}"
PF22699,,,,,
PF22700,LG+I+R4,0.0324,,"(0.1883,0.0511) (0.2317,0.3293) (0.2258,0.9793) (0.3218,2.1536)","LG+I{0.0324}+R4{0.1883,0.0511,0.2317,0.3293,0.2258,0.9793,0.3218,2.1536}"
PF22705,JTT+G4,,1.7073,,JTT+G4{1.7073}
PF22706,LG+F+I+R4,0.0042,,"(0.1587,0.0903) (0.2282,0.4495) (0.2028,0.9018) (0.4060,1.7244)","LG+F+I{0.0042}+R4{0.1587,0.0903,0.2282,0.4495,0.2028,0.9018,0.4060,1.7244}"
PF22725,LG+F+I+R4,0.0000,,"(0.0231,0.0962) (0.2344,0.4468) (0.3274,0.8090) (0.4151,1.5133)","LG+F+I{0.0000}+R4{0.0231,0.0962,0.2344,0.4468,0.3274,0.8090,0.4151,1.5133}"
PF22732,LG+I+G4,0.0000,1.0275,,LG+I{0.0000}+G4{1.0275}
PF22749,LG+I+G4,0.0000,2.3098,,LG+I{0.0000}+G4{2.3098}
PF22770,JTT+F+I+R4,0.0028,,"(0.0789,0.1211) (0.1412,0.3374) (0.2770,0.7427) (0.5001,1.4739)","JTT+F+I{0.0028}+R4{0.0789,0.1211,0.1412,0.3374,0.2770,0.7427,0.5001,1.4739}"
PF22774,LG+F+I+R4,0.0035,,"(0.0891,0.2008) (0.2269,0.5431) (0.3545,0.9231) (0.3260,1.6309)","LG+F+I{0.0035}+R4{0.0891,0.2008,0.2269,0.5431,0.3545,0.9231,0.3260,1.6309}"
PF22779,JTT+G4,,2.3023,,JTT+G4{2.3023}
PF22781,JTT+G4,,0.9996,,JTT+G4{0.9996}
PF22782,LG+I+R4,0.0261,,"(0.0589,0.0891) (0.1677,0.3957) (0.2079,0.7876) (0.5394,1.4176)","LG+I{0.0261}+R4{0.0589,0.0891,0.1677,0.3957,0.2079,0.7876,0.5394,1.4176}"
PF22784,LG+I+G4,0.0258,1.2579,,LG+I{0.0258}+G4{1.2579}
PF22785,LG+I,0.0983,,,LG+I{0.0983}
PF22794,LG+I+R4,0.0104,,"(0.1627,0.1727) (0.2913,0.4886) (0.2274,1.0509) (0.3082,1.9163)","LG+I{0.0104}+R4{0.1627,0.1727,0.2913,0.4886,0.2274,1.0509,0.3082,1.9163}"
PF22795,LG+I+R2,0.1282,,"(0.4540,0.4885) (0.4178,1.8628)","LG+I{0.1282}+R2{0.4540,0.4885,0.4178,1.8628}"
PF22821,JTT+R4,,,"(0.1102,0.1134) (0.2392,0.4634) (0.4898,1.1235) (0.1608,2.0300)","JTT+R4{0.1102,0.1134,0.2392,0.4634,0.4898,1.1235,0.1608,2.0300}"
PF22824,JTT+F+R4,,,"(0.0623,0.0767) (0.1564,0.3564) (0.2497,0.7681) (0.5316,1.4066)","JTT+F+R4{0.0623,0.0767,0.1564,0.3564,0.2497,0.7681,0.5316,1.4066}"
PF22833,JTT+F+R4,,,"(0.0911,0.0638) (0.1978,0.2415) (0.3361,0.7246) (0.3750,1.8744)","JTT+F+R4{0.0911,0.0638,0.1978,0.2415,0.3361,0.7246,0.3750,1.8744}"
PF22834,JTT+G4,,1.0981,,JTT+G4{1.0981}
PF22838,LG+I+G4,0.0208,3.7402,,LG+I{0.0208}+G4{3.7402}
PF22843,JTT+I+G4,0.1270,1.6546,,JTT+I{0.1270}+G4{1.6546}
PF22854,JTT+R4,,,"(0.0696,0.0437) (0.1018,0.2752) (0.3027,0.7406) (0.5259,1.4162)","JTT+R4{0.0696,0.0437,0.1018,0.2752,0.3027,0.7406,0.5259,1.4162}"
PF22855,,,,,
PF22873,JTT+R2,,,"(0.3352,0.1441) (0.6648,1.4316)","JTT+R2{0.3352,0.1441,0.6648,1.4316}"
PF22878,LG+I+G4,0.0287,1.5223,,LG+I{0.0287}+G4{1.5223}
PF22883,JTT+G4,,1.3445,,JTT+G4{1.3445}
PF22891,LG+I+R4,0.0000,,"(0.0495,0.0192) (0.2187,0.3904) (0.4045,0.8662) (0.3273,1.7211)","LG+I{0.0000}+R4{0.0495,0.0192,0.2187,0.3904,0.4045,0.8662,0.3273,1.7211}"
PF22892,LG+I+G4,0.0468,1.9260,,LG+I{0.0468}+G4{1.9260}
PF22894,JTT+G4,,0.9279,,JTT+G4{0.9279}
PF22898,LG+I+G4,0.0000,1.3458,,LG+I{0.0000}+G4{1.3458}
PF22899,LG+I+G4,0.0154,0.8237,,LG+I{0.0154}+G4{0.8237}
PF22900,LG+I+G4,0.0104,2.5363,,LG+I{0.0104}+G4{2.5363}
PF22901,LG+I+G4,0.0501,1.4117,,LG+I{0.0501}+G4{1.4117}
PF22902,LG+I+G4,0.0087,1.5905,,LG+I{0.0087}+G4{1.5905}
PF22904,LG+I+R4,0.0046,,"(0.1673,0.1212) (0.1828,0.4106) (0.3429,1.0356) (0.3025,1.8168)","LG+I{0.0046}+R4{0.1673,0.1212,0.1828,0.4106,0.3429,1.0356,0.3025,1.8168}"
PF22907,LG+I+G4,0.0031,2.1210,,LG+I{0.0031}+G4{2.1210}
PF22908,JTT+I+R4,0.0604,,"(0.0425,0.0884) (0.1525,0.4260) (0.4198,0.9014) (0.3248,1.7023)","JTT+I{0.0604}+R4{0.0425,0.0884,0.1525,0.4260,0.4198,0.9014,0.3248,1.7023}"
PF22912,LG+I+R4,0.0551,,"(0.1059,0.1283) (0.3142,0.5409) (0.3018,1.1995) (0.2230,2.0377)","LG+I{0.0551}+R4{0.1059,0.1283,0.3142,0.5409,0.3018,1.1995,0.2230,2.0377}"
PF22913,JTT+G4,,1.9389,,JTT+G4{1.9389}
PF22914,LG+F+I+G4,0.0000,2.3146,,LG+F+I{0.0000}+G4{2.3146}
PF22916,LG+I+R4,0.0077,,"(0.1182,0.0869) (0.1740,0.3690) (0.3426,0.8574) (0.3575,1.7673)","LG+I{0.0077}+R4{0.1182,0.0869,0.1740,0.3690,0.3426,0.8574,0.3575,1.7673}"
PF22919,LG+I+G4,0.0038,1.3337,,LG+I{0.0038}+G4{1.3337}
